;직무내용;모집직종;관련직종;전공;자격면허;외국어능력;병역대체 복무자채용;고용허가제;우대조건;컴퓨터 활용능력;기타우대사항;작업환경;sqlp;a;b;c;d;e;f;g;h;i
• 입사 후 3개월간의 온보딩(수습 기간)이 진행됩니다. 온보딩 기간 동안의 급여는 100% 지급됩니다.";웹개발자(웹엔지니어·웹프로그래머);;;관계없음;;비희망;;;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용);;;False;False;False;False;False;True;True;True;False;False

155;"주식회사 We Korea는 2021년 8월 설립된 회사로서,
한국에 거주하는 외국인을 대상으로 페이스북과 인스타그램등의 SNS를 통하여
통신/의료 에이전시/식료품 판매/화장품 쇼핑몰을 통해 판매하는 회사입니다.
현재까지는 페이스북 / 인스타그램을 통한 sns마케팅으로만 영업 활동을 해왔으나, 사세 확장으로 모바일 어플케이션 또는 반응형 홈페이지를 제작하고자 합니다.
1. 담당업무
     - 모바일 어플레키에션 또는 반응형 쇼핑몰 홈페이지 제작
     - 어플레케이션 또는 홈페이지 관리
     - 데이터 관리
     - 웹 디자인
     - 웹 개발
2. 우대사항
    -  플래시 및 코딩
    - 포토샵 일러스트레이터 
    - 동영상 편집
3. 지원사항
    - 식대지원
    - 차량유지비 지원(차량 출퇴근시)
    - 근속에 따른 휴가 및 월차
    - 탄력적 근무 08시~17시 또는 09시~18시 / 경력에 따라 일 근무 시간 6~7시간으로 조정
    - 명절 및 각종 생일 지원금
4. 기타
    - 스타트업이나 월 매출이 2억원 가량이며 모기업이 건설회사로 근속 보장은 확실합니다.
    - 일 8시간 근무가 원칙이나, 경력에 따라 주에 할당한 본인의 근무를 완료한다면 자유시간을 보장합니다.
    - 페이스북 및 인스타그램의 메신저로 주문을 받고 배송을하는 시스템을 모바일 어플리케이션 또는 반응형 홈페이지로 제작하여 보다 신속하고 효율적으로 업무를 진행하고자하며, 이를 이해하고 앱 또는 웹을 개발 및 디자인 할 수 있어야합니다.";응용소프트웨어개발자;;기타디자인(학과:컴퓨터그래픽디자인전공)기타디자인(학과:웹디자인학과);컴퓨터그래픽스운용기능사(우대),GTQi(그래픽기술자격일러스트)1급(우대);타이어(상);비희망;;;;;;False;False;False;False;False;False;False;False;False;False

156;"위도우즈 기반 응용소프트웨어 개발
- 자동화설비 제어 소프트웨어 개발
- 영상처리 소프트웨어 개발";C언어및그외프로그래밍언어전문가;네트워크프로그래머,시스템소프트웨어개발자;응용소프트웨어공학(학과:소프트웨어전공)응용소프트웨어공학(학과:IT융합응용공학과);관계없음;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

157;"웹.모바일 퍼블리싱 관련 업무 및 유지보수
전반적인 UI 개발 (HTML/CSS/javascript)
학력/성별: 무관
경력 : 5년
급여: 회사 내규에 따름";웹개발자(웹엔지니어·웹프로그래머);시스템소프트웨어개발자;;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;True;True;False

158;"담당업무
ㆍSmartFactory 구축
ㆍ당사 ERP 솔루션 개발 및 유지보수";범용응용소프트웨어프로그래머(ERP,정보처리,재무관리등);C언어및그외프로그래밍언어전문가,시스템소프트웨어개발자;;관계없음;;비희망;;차량소지자,운전면허증;문서작성 (워드프로세스 활용);"ㆍ인근거주자
ㆍ해당직무 근무경험
ㆍC#, DevExpress 경험자";;False;False;False;False;False;True;False;False;False;False

159;"1. 모집분야: 프론트앤드/백앤드
2. 지원자격
[신입]
- 학력: 초대졸 이상
- JAVA기반의 백엔드, HTML 사용 가능한 자
- 타 부서와의 원활한 커뮤니케이션 가능한 자
- 자사 보유 홈페이지 관리
- 급여조건 : 협의
[경력]
- 학력: 초대졸 이상
- 경력: 5년 이상 / 경력자 우대 (또는 5년 이상에 준하는 역량을 보유하신 분)
- JAVA기반의 백엔드 개발 및 Linux 기반의 Server 개발 가능한 자
- Spring boot 또는 프레임워크 기반의 서버 개발 가능한 자
- Web Socket 기반의 서버 개발 가능한 자
- 클라우드 서버 구축 및 운영 가능한 자 (AWS, Azure)
- 타 부서와의 원활한 커뮤니케이션 가능한 자
3. 우대사항
- host, guest 개념의 서비스에서 최적화 및 효율성을 검토한 DB 설계 경험자
- Nodejs, React를 이용한 데이터 통신(REST, Socket) 백엔드 경험자
- AWS 환경 특색을 이해하고, 다양한 옵션을 사용해본 경험자
- JAVA외에 php, asp 등의 서비스 유지보수 경험자
- DB데이터 기반의 다양한 데이터 통계 추출 경험자
- 성능 결과에 대한 분석 및 디버깅 가능한 자
- 긍정적이며 자기 주도적인 성장이 가능한 자
- 급여조건 : 협의
4. 근무조건
- 근무형태: 정규직
- 근무일시: 09:00~18:00(월~금)";웹개발자;웹개발자(웹엔지니어·웹프로그래머),데이터설계및프로그래머;;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;False;True;False

160;"▶ IBM, Lenovo, HP, Dell x86서버, Solaris 등 
▶ 전산시스템(서버, 네트워크 등) 구축 및 유지보수 업무
▶ 장애 대응 방안 수립,고객시스템 장애 처리,장애 처리 결과 보고
▶ 시스템 유지보수 수행,기술 문의 대응
▶ 유지보수계획하기,유지보수하기,이력관리하기
▶ 리눅스 서버 구축하기,윈도우 서버 구축하기,서버 가상화 구축하기,Cloud 서비스 활용하기";기타정보통신기기설치·수리원;네트워크프로그래머;;정보처리기사(우대),정보보안기사(우대);;비희망;;;;;;False;True;False;False;False;True;False;False;False;False

161;"<인천북부고용센터 채용대행서비스 구인>
※ 직무내용을 상세 확인하시고, 
   입사지원 희망자는 ‘워크넷 입사지원’을 통해 지원바랍니다.(포트폴리오는 첨부파일로 등록)
-------------------------------------------------------
[라이징크래프트] 프로젝트 기획자 채용 (경력직)
- 경력(3년이상) / 포트폴리오 제출 필수 
- 기본적인 문서 프로그램 (MS Office)를 사용 가능하신 분  
- Unity / Unreal 기반 프로젝트 경험 있으신 분 
- Figma 툴 사용 가능자 
[담당업무]
- 제안서 및 기획안 작성 
- XR 관련 콘텐츠 기획 / 설계 (요구사항 분석, 화면설계서 작성)
- UI/UX 기획 
- 시스템 기획 실무 및 관리
- 콘텐츠 기횟 실무 및 관리 
- 컨셉 기획 실무 및 관리
[우대사항]
- Unity / Unreal 지식이 있으신 분 
- XR 프로젝트 개발 경험이 있으신 분
- 유연한 사고와 원만한 커뮤니케이션 능력을 지니신 분
- 팀워크를 중시하고 열정이 뛰어나신 분
- 긍정적인 마인드를 지니신 분 
관련 포트폴리오를 제출해주세요.";웹기획자;;;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

162;"★ 응용시스템 개발 / 운영 1명
담당직무
ㆍERP 신규 도입 및 관련 업무
ㆍMES / POP 개발, 운영, 유지보수
ㆍ사내 IT 응용시스템 프로젝트 운영관리
★ IT Infra 운영 1명
담당직무
ㆍ방화벽, 인터넷, Server, Network, PC 및 주변장치 관리
ㆍIT Infra 신규설치 및 프로젝트 진행
ㆍ장애 응대
★ 공통 우대 자격
ㆍIT, 전산, 컴퓨터/시스템공학, 정보통신관련 전공자 
ㆍ네트워크, 보안관련 교육 이수자 
ㆍ해당직무 근무경험, 운전가능자";데이터베이스운영·관리자;IT기술지원전문가;;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

163;"담당업무
ㆍ개발 언어 및 스킬 조율
ㆍ어느 한가지 이상의 개발 언어에 능통
ㆍ웹 앱 개발, 프론트 개발
ㆍ아마존 AWS 등 클라우드 백엔드
핵심역량
ㆍ 계획성, 성취지향성, 창의성, 꼼꼼함, 자존감, 메타인지
자격요건
ㆍ학력 : 학력무관
ㆍ경력 : 경력4년↑
우대사항
ㆍ본인의 실력에 자신이 있다면 어떤 형태의 근무 조건, 복지라도 조율 가능
ㆍ컴퓨터/시스템공학
ㆍ아마존 AWS 등 클라우드
ㆍDocker 사용
ㆍ영어능통자, 문서작성 우수자";웹개발자;모바일애플리케이션프로그래머(앱·어플개발),웹개발자(웹엔지니어·웹프로그래머);;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

164;"국립대학교 관리시스템 시스템운영 엔지니어를 모십니다.  
1. 프로젝트 : 국립대학교 관리시스템 운영 및 관리   
2. 모집분야 : 서버, 스토리지, SW(미들웨어, DBA) 분야 등 
3. 관련자격 : 관련분야 자격증 보유자 우대
4. 해당경력: 3년 이상 경력자";IT기술지원전문가;;;정보처리기사(우대),정보처리산업기사(우대)기타:서버/스토리지관련자격증;;비희망;;;;;;False;True;False;False;False;False;False;False;False;False

165;"""[오스랩스의 기업문화와 가치]
오스랩스는 앞으로 더 나은 연결기술과 정보를 제공하여 
서로를 연결하는 방식을 바꾼다는 비전을 가지고 있습니다.
이를 위해, 직원들이 자유로운 분위기에서 창의적인 사람들과 함께 지속적인 성장의 
기회를 얻을 수 있는 기업문화를 만들고자합니다.
'연결'이라는 키워드를 기반으로 인증,에듀테크,헬스케어,인사관리,스마트팜,홈스페이스 
등의 다양한 분야에서 솔루션과 서비스를 제공하는 경험을 할 수 있습니다.
[오스랩스의 혜택 및 복지]
1.기념일/보상: 생일휴가&생일선물, 명절선물,기념일 상품권(말복,크리스마스),경조사지원,성과급 등...
2.자기계발/여가를 위한 지원: 도서구입비,온라인 강의 교육(50종 이상),사내동호회,워크샵 등... 
3.편안한 휴식공간과 간식 제공: 휴게실, 직접 고르는 간식, 게임(PS,Golf,아케이드,보드), 안마의자,스타일러,커피머신,제빙기 등...
4.직원들의 건강과 편의: 전직원 대상 임원급 종합건강검진, 유연근무제도 등...
항상 직원들의 목소리에 귀기울이고 더 나은 복지와 업무환경을 제공하기위해 노력합니다.""
[담당 업무]
.Unity 3D 프로그램을 활용한 app,web 개발
.메타버스 제작
.VR,AR 콘텐츠 개발
.가상공간 멀티유저 동기화 처리 기술 개발
.아바타 및 메타버스 공간 구현
.NFT 프로젝트
.교육콘텐츠 게임 개발
[자격 요건]
. Unity 3D 엔진 기반 메타버스 플랫폼 구축
.C# 언어에 대한 이해와 활용
.Unity 3D 엔진을 이용한 인터렉티브 프로그래밍
.각종 자료구조(Data Structure)에 대한 높은 이해도
.3D 오브젝트 컨드롤 / 서버통신 / 데이터 처리
.리더 레벨 : 경력 5년 이상
[우대사항]
.관련학과 전공자
.게임 또는 메타버스 서비스 개발 및 관리 경력
.3D 그래픽스(좌표계 변환,행렬,벡터)에 대한 이해가 있으신 분
.실시간 네트워크 개발 경험(TCP,phonton,ProudNet 등)
.Unity 엔진 활용 콘텐츠 제작 경험자
.Unity 오픈 소스 활용 개발 경험자
.AR, VR 기술에 대한 이해를 가지신 분
.물리 엔진 개발 경험자
.Playsotre/Appstore app(Product) 등록 경험
.Git 및 협업 Tool 능숙자
.Networking 환경 구축 경험자
.외부 Plug-In 및 C# 활용 프로그램 개발 경험자
.안드로이드 & iOS 기반 개발 경험자";게임프로그래머;C언어및그외프로그래밍언어전문가;전산학·컴퓨터공학(학과:전산학·컴퓨터공학)응용소프트웨어공학(학과:소프트웨어·게임학부);관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

166;"-학사, 공학계열, AI관련과
-국책과제 우대
-AI전공자우대 
-회로개발";응용소프트웨어개발자;전자부품개발기술자및연구원,조명기구등전기기기설치·정비원;전자공학(학과:공과대학전자공학과)에너지공학(학과:에너지공학부신재생에너지전공);기타:전기,회로;;비희망;;;;;;False;False;False;True;False;False;False;False;False;False

167;"▶ 리눅스 환경에서 웹 서버 관련 개발 경험자 우대합니다.
▶ 적극적으로 업무에 임하는 자세를 가진 분이면 환영합니다. 
▶ 신입도 지원 가능하고, 경력자일 경우 3년 이상인 자부터 우대 적용됩니다.";웹개발자(웹엔지니어·웹프로그래머);모바일애플리케이션프로그래머(앱·어플개발),웹개발자;전산학·컴퓨터공학(학과:IT정보공학부(컴퓨터시스템공학,소프트웨어공학))응용소프트웨어공학(학과:소프트웨어공학과);관계없음;영어(중);비희망;;;;;;False;False;False;False;False;False;False;False;False;False

168;"당사는 조달 마스등록 제품   CCTV POLE  금속 통신장비 및 CCTV기자재를 제조 생산하는 기업입니다.
 AUTO CAD를 이용하여  금속구조물을 제품설계 전개 관리하는 업무입니다.
사업확장  추가인원을 고용하고자 합니다.
경력은 3년이상 제품설계  전개 홈페이지  웹관리 가능하신분 우대합니다.";웹운영자(홈페이지관리자);기계·금속제도사(캐드원);;관계없음;;비희망;;;;;;False;False;False;False;False;True;False;False;False;False

169;"[담당업무]
ㆍ마젠토(Magento) 서버 개발 및 유지보수
ㆍGit을 사용한 버전관리
ㆍPHP, Javascript, Mysql, HTML, Magento2
ㆍ의류 B2B 프로그램 개발 및 유지보수";웹개발자(웹엔지니어·웹프로그래머);;;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;True;True;False

170;"-연구개발직(임베디드,DSP,메카트로닉스제어)
-경력자 우대";펌웨어및임베디드소프트웨어프로그래머;로봇공학기술자및연구원,전자공학기술자및연구원;;관계없음;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

171;"<담당업무>
- 회로설계
- 펌웨어 개발
- 자사제품 개선
<자격요건>
- 학력 : 초대졸이상
- 경력 : 경력3년↑(1명)
- 회로/PCB 설계 경험자
- 펌웨어 C 프로그래밍 경험자
<우대조건>
- OS 기반 펌웨어 개발경험
- 네트워크 기반의 제품 개발 경험
- 멀티미디어, 통신 제품 개발 경험
- 전자, IT 관련 산업기사/기사 보유자
  (전자/임베디드/정보처리 등)
- 정보통신기술자 경력수첩 보유자
<급여조건>
- 경력에 따라 다름(면접 후 결정)";펌웨어및임베디드소프트웨어프로그래머;컴퓨터하드웨어기술자및연구원,데이터설계및프로그래머;전자공학(학과:전자공학과)전산학·컴퓨터공학(학과:공과대학컴퓨터공학과);자동차운전면허1종보통(우대),무선설비산업기사(우대);;비희망;;차량소지자,운전면허증;문서작성 (워드프로세스 활용);"- 전공관련 자격증 보유자
- OS기반(리눅스/RTOS)의 펌웨어 개발 경험자
- 네트워크 기반의 제품개발 경험자
- C++ / C#등 다양한 프로그래밍 언어 활용 가능자
- 영문자료/데이터시트의 이해 및 활용 가능자";;False;False;False;False;False;True;False;False;False;False

172;"저희 리치앤타임(주)는 솔루션 공급, 시스템 통합(SI), 시스템 운영 및 관리(SM) 등을 주사업으로 하는 IT전문기업입니다. 국내 50개 협력사와 400개 이상의 고객사를 보유하고 있으며, 금융, 공공, 제조 산업 기관 및 기업 등을 대상으로 시스템 구축을 전문으로 하는 기업으로, 저희와 함께 할 인재를 모집하고 있습니다.
-모집분야 : JAVA 개발자
-담당업무 :  MES개발
-자격 조건 : 초대졸 이상
-필수사항 : JAVA언어 활용 가능자
많은 지원바랍니다";응용소프트웨어개발자;JAVA프로그래밍언어전문가;응용소프트웨어공학(학과:소프트웨어공학전공);관계없음;;비희망;;;문서작성 (워드프로세스 활용);;;False;False;False;False;False;False;True;False;False;False

173;"- Python을 사용하여 RPA 개발
- 삼성SDS Brity RPA 사용하여 RPA 개발
- HTML 및 Java등을 이용하여 웹 서비스 개발";C언어및그외프로그래밍언어전문가;;;관계없음;;비희망;;;;;;False;False;False;False;False;False;True;False;True;True

174;"인공지능 AI 기반의 의료 솔루션 컨설팅 및 영업
솔루션 메뉴얼 작성 및 지원";IT컨설턴트;;;관계없음;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

175;"“우리는 국내 주차장 디지털화 1위를 목표로 나아가고 있습니다”
탄력 주차는 주차장 효율 극대화를 통해 쾌적한 도로 문화를 형성하고 삶의 질을 향상 시키기 위한 플랫폼 입니다.
공간정보 이용한 주차면의 디지털화한 모든 주차면의 위치(위도/경도), 주차 가능 시간 등 모든 정보를 디지털화 하고 이 정보를 바탕으로 친환경 디지털 주차 공간을 제공합니다.
주차면에 차량이 입, 출차 시 초정밀 GPS 보정 시스템(SBAS)을 활용해 실시간으로 주차 현황을 수집하기 때문에 주차 공간을 탄력적으로 관리할 수 있습니다.
주차 공간 관리, 주차 이용 및 결제, 부정주차 단속까지 통합적으로 관리할 수 있는 솔루션을 제공하고 있습니다.
담당업무
ㆍ탄력주차 서비스 기획 고도화 및 신규 서비스 기획
ㆍ웹 및 모바일 서비스 기획
ㆍ사용자 요구분석을 통한 서비스 개선 업무
ㆍ사업기획서 및 R&D사업계획서 업무
자격요건
ㆍ학력 : 초대졸이상
ㆍ경력 : 경력
ㆍ웹 및 모바일 서비스 기획 능력이 있으신 분
ㆍ사용자의 요구 사항 분석 능력이 있으신 분
ㆍ개발에 대한 지식과 이해도를 기반으로 개발조직과 원활한 협업 경험 있으신 분
우대사항
ㆍ서비스 기획 초기부터 출시까지 참여 경험이 있으신 분
ㆍ소통 능력이 뛰어나신 분
ㆍ능동적이며 커뮤니케이션에 적극적인 분
ㆍ스타트업 근무 1년 이상 경험이 있으신 분
ㆍ유사 서비스 경험하신 분
기타사항
ㆍ탄력근무 시행
ㆍ업무성장을 위해 교육비 지원";웹기획자;;;자동차운전면허(우대);;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

176;"웹개발 경력자를 모십니다.
- JSP, Java
- 전자정부 프레임워크
- React JS";웹개발자(웹엔지니어·웹프로그래머);;응용소프트웨어공학(학과:소프트웨어학과);관계없음;;비희망;;;;;;False;False;False;False;False;True;True;False;False;False

177;"1. 주요업무
    : 모바일 애플리케이션 개발 (암호화폐, NFT, DID용 블록체인 지갑 및 관련)
2. 자격요건
   - Android 및 iOS UX/UI에 대한 이해
   - REST-API 개발 경험
   - 모바일 데이터베이스 개발 경험
   - Android: Kotlin, iOS: Swift
   - Flutter/ReactNative 개발 경험
3. 개발환경
   - Slack, Jira, Confluence, Figma, Google Suite, github, Jenkins, SonarQube
   - Swagger
4. 매주 금요일 오전 근무
5. 2024년 1월부터 사무실 강남 이전 예정";모바일애플리케이션프로그래머(앱·어플개발);;;관계없음;;비희망;;;;"*Android, iOS 모두 개발 가능하신 분
*자기 주도형 업무 리딩
*TDD에 대한 이해
   - 코딩 전 설계와 테스트를 먼저 생각하시는 분
   - 테스트 케이스 작성 경험
   - 테스트 자동화 경험
*다양한 오픈소스 라이브러리 사용 경험
*블록체인 지갑 개발 경험";;False;False;False;False;False;True;False;False;False;False

178;"1. 주요업무
    : 백엔드 개발 (암호화폐, NFT, DID용 블록체인 연동 및 관련 서비스)
2. 자격요건
   - Java/SpringBoot/Thymeleaf
   - NodeJs, TypeScript
   - REST-API
   - MSA 개발 경험
   - MySQL/MariaDB
3. 개발환경
   - IntelliJS 또는 VSCode
   - Ubuntu
   - Docker
   - AWS: EC2, S3, CloudFront, Route53, ECS, CloudWatch
   - Grafana, Prometheus
   - Redis
   - RabbitMQ
   - JPA/MyBatis
   - Slack, Jira, Confluence, Figma, Google Suite, github, Jenkins, SonarQube
   - Swagger
4. 매주 금요일 오전 근무
5. 2024년 1월부터 사무실 강남 이전 예정";웹개발자;;;관계없음;;비희망;;;;"*자기 주도형 업무 리딩
*TDD에 대한 이해
   - 코딩 전 설계와 테스트를 먼저 생각하시는 분
   - 테스트 케이스 작성 경험
   - 테스트 자동화 경험
*블록체인 지갑 개발 경험
*EC2, CloudWatch, ECS 등 다양한 AWS Cloud 경험
*다양한 오픈소스 라이브러리 사용 경험";;False;False;False;False;False;True;True;False;False;False

179;"소프트웨어개발 앱개발 펌웨어 라즈베리파이
[임베디드SW엔지니어링 > 펌웨어 구현]
하드웨어 테스트 SW 구현하기,부트로더 구현하기,소스 코드 인스펙션하기";범용응용소프트웨어프로그래머(ERP,정보처리,재무관리등);;응용소프트웨어공학(학과:멀티미디어소프트웨어공학전공);정보처리산업기사(우대)기타:전자기기소프트웨어개발(응용);;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

180;"담당업무
- S/W (UI, 통신, 분석) 개발
- MCU 제어, Serial / Ethernet 통신 개발
- 반도체 공정 활용 모니터링 장비 소프트웨어 개발
- 수신 광신호 자동분석 프로그램의 연산과정 최소화 개발
- 광정렬 장치 알고리즘 개발
- Linux QT 환경 개발
자격요건
- C/C++/ QT 프레임웍 가능자
- 임베디드 시스템 소프트웨어 개발
- 원활한 의사소통이 가능한 제조업 개발경력 3년 이상인자.
우대사항
- 관련전공자 우대(전기/전자/제어/컴퓨터 공학 관련 계열)
- 제어소프트웨어 개발 경력자
- 업무관련 자격증 취득자 우대
- LIN / UART/ I2C/485/PLC 통신 제어경험
- 환경계측기 개발 경험자 우대
- 즉시출근자 우대";C언어및그외프로그래밍언어전문가;시스템소프트웨어개발자,반도체공학기술자및연구원;기계공학(학과:기계공학계열)전자공학(학과:전기전자공학부);관계없음;영어(중);비희망;;운전면허증;표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;"ㆍ유관업무 경력자
ㆍ적극적인 성격 선호";;False;False;False;False;False;True;False;False;False;False

181;"홈페이지 간리자분 모십니다
홈페이지 관리 하면 전산관리 하실분 모십니다
쿠팡 네이버 스토어 배민상회 자사몰 홈페이지
상세페이지등록및 배출 관리자분 모십니다";웹운영자(홈페이지관리자);웹디자이너,홈페이지자료관리원(정보검색포함);;관계없음;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

182;"- PHP JAVA 활용한 웹사이트 제작
(매물 정보 플랫폼 사이트 제작)
- 유지 보수";웹개발자(웹엔지니어·웹프로그래머);웹개발자;응용소프트웨어공학(학과:컴퓨터ㆍ소프트웨어공학부)응용소프트웨어공학(학과:소프트웨어개발전공);정보처리기사(우대),네트워크관리사(우대);;비희망;;;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;포트폴리오 제출 (제작기여도-%표시, 제작웹사이트 주소 표기 등) 우대;;False;True;False;False;False;False;True;False;False;False

183;"모집부문 및 상세내용
[주요 업무]
- 모바일 앱 개발환경 구축
- DB 설계 및 SQL 쿼리 작성
- 안드로이드 및 iOS 하이브리드 앱 개발
- 앱 테스트 및 배포
- 앱 유지 보수 및 업데이트
[자격 조건]
- 3년 이상의 하이브리드 앱 개발 경험
- 관계형 DB 설계 및 효율적인 SQL 쿼리 가능
- 백엔드 담당자로 숙달된 개발 언어가 있으신 분
- JavaScript에 대한 경험
- HTML 및 CSS에 대한 경험
[우대 사항]
- React Native 또는 Cordova에 대한 경험
- Java 또는 Kotlin에 대한 경험
- Android Studio 또는 Xcode에 대한 경험
- Google Cloud Platform 또는 AWS에 대한 경험
- 앱 마케팅 및 배포에 대한 경험
- 일자리 도약장려금 대상자우대
[근무 조건]
- 급여: 면접시 협의
- 근무 시간: 월~금, 09:00~17:00
- 근무지: 충북 청주시 흥덕구 직지대로436번길 76, 직지스마트타워 803호
- 복리후생: 4대 보험, 중식비 지원, 주차비 지원, 교육비 지원, 건물 내 헬스장 지원 등
[지원 방법]
- 워크넷 지원 또는 이력서 및 자기소개서를 mj_yj@mjosc.co.kr 로 보내주시기 바랍니다.
- 지원 시 포트폴리오 또는 경력증명서를 첨부해주시기 바랍니다.
[문의]
- 이메일: mj_yj@mjosc.co.kr
- 전화: 010-6755-8878";모바일애플리케이션프로그래머(앱·어플개발);웹개발자,웹개발자(웹엔지니어·웹프로그래머);;관계없음;;비희망;;;;;;False;False;False;False;False;True;True;True;True;False

184;"[주요업무]
- 모바일의 게임로직/툴/UI 코드를 작성합니다.
- 작업 명세서(게임디자이너가 작성한 기획서나 다른 프로그래머가 작성한 사양서 등)를 읽고
  설계 & 구현합니다.
- 작업 명세서에서 빠져 있거나 잘못된 부분을 찾아내고, 토론을 거쳐 개선합니다.
- 동료들이 게임을 만드는 일을 효율적으로 할 수 있도록 작업 환경을 만들고 개선합니다.
[지원자격]
- 본인이 이해한 바를 잘 설명할 수 있고, 이해하지 못한 것에 대해서는 적절하게 질문할 수 있는 
  커뮤니케이션 스킬을 가지신 분
- 요구사항을 잘 파악하고, 파악한 내용을 글로 조리있게 쓸 수 있고, 그에 맞춰 개발할 수 있는 분
- 코드로 구현된 게임 규칙이 실제 게임플레이로 어떻게 이어지는지 상상할 수 있는 분 
[우대사항]
- 복잡한 문제에 대해 간결한 해결책을 찾아낼 수 있는 분
- 모르는 것을 배우는 데 적극적이고, 배운 내용을 정리하고 공유해서 조직 전체의 발전에 
  긍정적인 영향을 미칠 수 있는 분
- 주어진 요구사항이 나온 배경(의도)을 이해하고, 그에 맞춰 비용이나 효과 면에서 더 나은 해결책을 제안할 수 있는 분
- 컴퓨터 공학 학위 혹은 그에 준하는 지식이나 경험을 가지신 분
- 게임로직을 개발하는 과정에서 동료들과 커뮤니케이션을 원활하게 진행할 수 있을 정도로            MMORPG를 이해하고 있는 분";게임프로그래머;;;관계없음;;비희망;;;;;;False;False;False;False;False;False;False;False;False;False

185;"【경북 아웃플레이스먼트 페스타】
▶ 행사일시 : 2023. 6. 21.(수) 14:00~
▶ 장   소 : 김천실내체육관 (경북 김천시 운동장길 1)
▶ 준 비 물 : 주민등록증, 이력서, 자기소개서 등
▶ 참여방법 : 워크넷 구직신청 → 이력서 지참 → 행사당일 현장 면접 참여
****************행사 당일(6/21, 수) 현장 면접 참여하시면 됩니다****************
▶직무내용 : S/W 개발, C언어,안드로이드 개발, 기구 설계,과제 기획 등의 업무
▶자격요건 : C언어 사용 가능자,  Android 앱 개발 가능자, 경력3년 이상 필수
▶근로조건    
   - 주 5일 근무 / 09:00 ~ 18:00 (업무상황에 따라 초과근무 발생할 수 있음)
   - 연봉 3,500만원 이상 (면접 후 경력과 능력에 따라 협의 조정 가능) 
▶근무지 : 경북 김천시 아포읍 아포공단길 106
※ 채용관련 문의 : 054-470-8588";시스템소프트웨어개발자(프로그래머);;;관계없음;영어(상);비희망;;차량소지자,운전면허증;;;작업장소:실내;False;False;False;False;False;True;False;False;False;False

186;"담당업무
ㆍ해양용 통신장비 SW 개발 : 안드로이드 AOSP or STM32 C/C++ Java 기반
ㆍ해양용 레이더 및 디스플레이 장비 UI 개발 : 안드로이드 AOSP Java 기반
학력요건
ㆍ4년제 대학 졸업 
ㆍ컴퓨터공학 / 전자공학 등 유관학과 졸업 혹은 SW개발 관련 교육과정 수료
필수사항
ㆍ안드로이드 기반 SW 개발 경력
우대사항
ㆍ차량 및 CAN 통신 유경험자
ㆍSTM32 유경험자
ㆍ해양용 레이더 및 항법용 디스플레이 / 플로터 개발 경력
회사소개
에코트로닉스(주)는 1991년에 설립된 이래로 33년간 해양용 전자장비 개발 및 생산의 외길을 걸어온 해양 전자장비 전문 업체로 업계 글로벌 1위 업체인 일본 FURUNO 사와 창사 이래로 긴밀한 파트너쉽을 이어오고 있습니다.
당사는 사원수 90명 규모의 고용노동부 선정 강소기업이며 2023년 대통령 미국 국빈 방미를 수행하였던 122개 중소기업에 선정된 바 있습니다.
본사 및 연구소는 제2판교테크노밸리 소재 신축 사옥으로 2023년 봄 입주를 완료하였습니다.
금번 채용 포지션은 정규직 연구원으로 주 근무지는 제2판교테크노밸리 본사 소재 연구소이며 FURUNO 일본 본사와 미국 지사와의 협의하에 FURUNO 사의 제품을 개발하는 업무를 담당하게 됩니다.
해양용 전자장비는 장시간의 해양 환경을 견뎌야 하는 높은 신뢰성과 내구성이 필요한 장비이므로 빠른 개발 보다는 높은 완성도를 추구합니다. 따라서 FURUNO 사와의 협업 하에서 장기간의 안정적인 스케줄에 따라 전체 개발과정이 진행 관리되어 잔업 및 야근이 필요한 경우는 거의 없습니다.
추가로 FURUNO 사와의 협업과제 외에도 당사 연구소는 정부과제의 일환으로 유관 학계와 협력하여 AI 자동 항법장치 등 해양 선진기술 연구 및 개발 업무를 진행하고 있습니다.";모바일애플리케이션프로그래머(앱·어플개발);;전산학·컴퓨터공학(학과:컴퓨터공학계열)전산학·컴퓨터공학(학과:IT정보공학부(컴퓨터시스템공학전공));관계없음;일어(하);비희망;;;문서작성 (워드프로세스 활용),표계산 (스프레드시트 활용)  ,프레젠테이션 프로그램 활용;;;False;False;False;False;False;True;True;False;False;False
